ratings,www,name,price,pID,upc,reviews,images,score,inStock,department,quantity,isWWWItem,walmartCanonicalUrl
4.504899978637695,8282897,"Sterilite 3 Drawer Wide Cart, White",17.88,38WCBKMUC3N8,7314929308,1820,https://i5.walmartimages.com/asr/9f16f62a-b479-426a-913c-eeb40f7558ba_1.ffcbddabfc303d4e2886483326ebd157.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.15198943,In Stock,Home,7,True,/ip/Sterilite-3-Drawer-Wide-Cart-White/8282897
4.0,44569358,"ONN Straight AUX Cable, 3 Feet, Black",3.54,1Q0FE734JUZ0,68113107328,4,https://i5.walmartimages.com/asr/ce70f006-7bf9-4208-8e33-7ccc0dd8ba80_1.e0398043c0e876c755f0ac0f94b40440.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17067938,In Stock,Electronics,6,True,/ip/ONN-Straight-AUX-Cable-3-Feet-Black/44569358
4.652200222015381,10312044,"Ivory Original Personal Size Bars, 3 ct, 3.1 Oz",1.24,6KVTMJSHHABL,3700032136,23,https://i5.walmartimages.com/asr/c488c7c8-359e-49e2-8e0c-0a6e9d7888d3_1.17f42060f5eeff9a2faa1532b4ab7010.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.15477914,In Stock,Personal Care,33,True,/ip/Ivory-Original-Personal-Size-Bars-3-ct-3-1-Oz/10312044
4.679599761962891,10295370,"Wrigley's Orbit Peppermint Gum, 3 pk",2.14,2TMH21RHNXPK,2200015586,103,https://i5.walmartimages.com/asr/f46710e7-d721-438e-a33b-110691b99a0e_1.ba3f789100b29d1e1bd368cbaa4e0860.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.1743991,In Stock,Food,16,True,/ip/Wrigley-s-Orbit-Peppermint-Gum-3-pk/10295370
5.0,33908304,"1IN, NAVY, ULTRA DUTY D-RING P",3.97,1HGKSSEBLRIU,7891061429,3,https://i5.walmartimages.com/asr/412af326-1ce8-49d4-8f8d-e28f93894332_1.69184521f10cdd0290765b987398a78f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.1330446,Availability Unknown,Office,-1,True,/ip/1IN-NAVY-ULTRA-DUTY-D-RING-P/33908304
4.50439977645874,16415880,"Sterilite, Wide 3 Drawer Cart",17.88,5JYNOHEV0CKL,7314929309,1818,https://i5.walmartimages.com/asr/c64247c8-071c-4b42-abb0-ab2c7b9c287e_2.9d1848537320aedffea28d2145ff8c35.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14369692,In Stock,Home,11,True,/ip/Sterilite-Wide-3-Drawer-Cart/16415880
4.0,29390982,GE soft white 3-way 30/70/100 watt Incandescent A21 2-pack,2.34,56IPBD113654,4316845721,18,https://i5.walmartimages.com/asr/8df5e98f-560e-4ea9-ae70-73fbc1a757fa_1.ff42c4806fbb7bc25933e02af175d6d3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14363916,In Stock,Home Improvement,21,True,/ip/GE-soft-white-3-way-30-70-100-watt-Incandescent-A21-2-pack/29390982
4.716400146484375,14967240,"Extra Peppermint Sugarfree Gum, multipack (3 packs total)",1.98,3UIRCZ9D9HL3,2200011250,67,https://i5.walmartimages.com/asr/a91e96a9-fd9e-4d5b-b005-2debbc0d40f2_3.1f1275fd397f747746560dce2b5fa5ee.png?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17000262,In Stock,Food,21,True,/ip/Extra-Peppermint-Sugarfree-Gum-multipack-3-packs-total/14967240
3.1666998863220215,932115,"Parents Choice BOTTLE BRUSH ""Style & Color May Vary""",1.97,3H5IHX5YJQJA,68113109035,6,https://i5.walmartimages.com/asr/4455d646-e196-4477-849c-06f8d2c35372_2.aec315891092a3dec43a1050f6d0a78e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14192428,In Stock,Baby,14,True,/ip/Parents-Choice-BOTTLE-BRUSH-Style-Color-May-Vary/932115
4.6296000480651855,10452890,Wrigley Orbit Spearmint 3 ct,2.14,6OPWU21Q45XD,2200015584,108,https://i5.walmartimages.com/asr/d83a904d-5e3b-4db0-aab5-d95c6fed7e3c_1.cd7f63a706b48a9701f5ec1338e8fb57.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.16576326,In Stock,Food,23,True,/ip/Wrigley-Orbit-Spearmint-3-ct/10452890
4.2104997634887695,31954930,"Command Picture Hanging Strips, White, Large, 3 Sets of Strips/Pack",3.27,1QBUA6NXYNOD,5114195911,19,https://i5.walmartimages.com/asr/e086cf33-ffa6-44a6-af9b-e21737712330_1.00f64de52a781c697b9f975c0b82dcb6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13807406,In Stock,Home Improvement,19,True,/ip/Command-Picture-Hanging-Strips-White-Large-3-Sets-of-Strips-Pack/31954930
4.111100196838379,14965436,"Wrigley's Juicy Fruit Gum - 3 PK, 15.0 PIECE(S)",UNAVAILABLE,43NNN285KAY3,2200010998,18,https://i5.walmartimages.com/asr/75863982-8e99-4785-8f76-6f47b43a315e_1.4e9468542d67fcc33b25ef8044c6214f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.16523755,In Stock,Food,23,True,/ip/Wrigley-s-Juicy-Fruit-Gum-3-PK-15-0-PIECE-S/14965436
3.073699951171875,10318149,Old Spice® High Endurance® Pure Sport Anti-Perspirant & Deodorant 3 oz. Stick,2.44,5MNLS98UAGUF,1204400025,95,https://i5.walmartimages.com/asr/90e61f2a-a866-408d-8507-2e2141595798_1.6031f7fc3c4c3a6a89bca2131a0b8d69.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.16404322,In Stock,Personal Care,8,True,/ip/Old-Spice-High-Endurance-Pure-Sport-Anti-Perspirant-Deodorant-3-oz-Stick/10318149
4.42110013961792,21623797,"Altoids Smalls Peppermint Sugarfree Mint, 0.37 Ounce, (3 Packs)",2.48,6S2PGAKVMXL4,2200012402,19,https://i5.walmartimages.com/asr/eeb7b027-b0ed-46ff-a51c-b0fe2f871cbd_1.efdded171d6dd985598f5edf2ea278c4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.16358751,In Stock,Food,10,True,/ip/Altoids-Smalls-Peppermint-Sugarfree-Mint-0-37-Ounce-3-Packs/21623797
3.727299928665161,51496415,"Great Value led light bulbs 4-16w (40-100w equivalent), 3 way, soft white, (a21)",10.94,5L9Q099ANMG6,68113113272,11,https://i5.walmartimages.com/asr/0dee0a36-b1eb-476f-ac62-a9c15d961452_1.709a91c255adf42eab7dced935f2e06f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13631251,In Stock,Home Improvement,6,True,/ip/Great-Value-led-light-bulbs-4-16w-40-100w-equivalent-3-way-soft-white-a21/51496415
4.254000186920166,14574618,"Tostitos Dip, Smooth & Cheesy, 15 oz Jar",3.7800000000000002,70PY44GTR3DU,2840009058,63,https://i5.walmartimages.com/asr/f7851464-b5dd-47e6-9c4e-7297a6af50da_1.85707c70c106de83906923e91ebbd716.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14601138,In Stock,Food,9,True,/ip/Tostitos-Dip-Smooth-Cheesy-15-oz-Jar/14574618
5.0,16622095,"Hy-Ko Gold 3 Inch Numbers Set, 26 Count",1.74,6AZPSHBCMKSK,2906902050,1,https://i5.walmartimages.com/asr/230cd98f-25e1-4a12-af55-e3c2115083fd_2.9140d8d5bd8ee0d0783d08bcdf8a20b0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13344584,Limited Stock,Sports & Outdoors,2,True,/ip/Hy-Ko-Gold-3-Inch-Numbers-Set-26-Count/16622095
4.550600051879883,33819168,"Old Spice Wild Collection Bearglove Men's Deodorant, 3 oz",3.97,31FBRTCF1JYF,1204403969,89,https://i5.walmartimages.com/asr/e6889462-5af8-480e-8d64-52210c5e830e_1.4fef22157c3584f83a7ffb08c9837b23.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.15980543,Limited Stock,Personal Care,3,True,/ip/Old-Spice-Wild-Collection-Bearglove-Men-s-Deodorant-3-oz/33819168
5.0,10535032,"McCormick Minced Garlic, 3 oz",3.44,2X1U6ZBQGM1D,5210000596,7,https://i5.walmartimages.com/asr/c2f41659-bc67-4796-b83d-cf04de3f8499_1.9b6321571b7ac9cf4080df1ef9a5474e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14708939,In Stock,Food,15,True,/ip/McCormick-Minced-Garlic-3-oz/10535032
4.534900188446045,19902150,3M 17021P Command Medium Refill Mounting Adhesive Strip-MEDIUM COMMAND STRIPS,2.38,1C6M8K6C8UNH,5113185124,43,https://i5.walmartimages.com/asr/9e81399c-9d41-48e9-97d9-ca8b4d3dc7e6_1.14d8f39cf67d0bccd741ff5a8b275344.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13858777,In Stock,Home Improvement,23,True,/ip/3M-17021P-Command-Medium-Refill-Mounting-Adhesive-Strip-MEDIUM-COMMAND-STRIPS/19902150
4.764200210571289,45999744,"Blue Diamond Whole Natural Almonds, 25 oz",11.68,3A5NGAT0CVDW,4157011069,123,https://i5.walmartimages.com/asr/60fe24bd-48f0-44dd-9c2a-1a49c8ea2de8_1.6f945680440c5a624e44e17452867eab.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.1562523,Limited Stock,Food,5,True,/ip/Blue-Diamond-Whole-Natural-Almonds-25-oz/45999744
3.75,50578506,"Goody Detangle It Oval Cushion Hair Brush and Comb Combo, 3 piece",7.88,6A1KMJ3FB22S,4145708998,4,https://i5.walmartimages.com/asr/ce109a6b-6995-442c-8277-cf052068fb58_1.c0dd004566297e1ebf685ae42285f7b5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.15841345,Limited Stock,Personal Care,4,True,/ip/Goody-Detangle-It-Oval-Cushion-Hair-Brush-and-Comb-Combo-3-piece/50578506
4.875,14967654,"Wrigley's Winterfresh Gum, multipack (3 packs total)",2.24,5GOP1L4QMNPY,2200010999,8,https://i5.walmartimages.com/asr/295b5aa0-5dd0-4de3-9dd9-37164f3c777c_1.38f16b122cfedd182118eab48d210fb1.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.15788691,In Stock,Food,15,True,/ip/Wrigley-s-Winterfresh-Gum-multipack-3-packs-total/14967654
4.0655999183654785,10320419,"Aussie Headstrong Volume 3 Maximum Hold Mousse, 6 oz",3.43,446GKCXXTLYF,3878579690,61,https://i5.walmartimages.com/asr/f928ee2c-02b9-4bd1-9de3-41f8d0c7b294_1.38f0826c5a204e46a7b0024f606b4349.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.15773782,Limited Stock,Personal Care,4,True,/ip/Aussie-Headstrong-Volume-3-Maximum-Hold-Mousse-6-oz/10320419
4.790500164031982,22153290,"Dawn® Hand Renewal Dishwashing Liquid Dish Soap, with Pomegranate Splash™, 18 oz",2.67,0WXEPOPX6BEW,3700084659,105,https://i5.walmartimages.com/asr/b800b6fb-fe7e-4a53-bf5f-c39c36b3bbc2_1.f9fb47fd190a3edc95ac47dfe202c002.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14214326,In Stock,Household Essentials,10,True,/ip/Dawn-reg-Hand-Renewal-Dishwashing-Liquid-Dish-Soap-with-Pomegranate-Splash-trade-18-oz/22153290
3.8261001110076904,17270402,"NESTLE Assorted Halloween Chocolate Fun Size 95 pieces, 58 oz Bag",9.94,3D2IYU6ONPW4,2800048665,23,https://i5.walmartimages.com/asr/ca1ee8c9-bdc0-48e8-84f9-3e81a587f7a0_1.4a5f1d8d5c79bb3457de3931c465948d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.15445814,In Stock,Food,76,True,/ip/NESTLE-Assorted-Halloween-Chocolate-Fun-Size-95-pieces-58-oz-Bag/17270402
5.0,36179441,"Avery(R) Heavy-Duty Binder, 1"" One Touch Rings, 250-Sheet Capacity, DuraHinge(TM), White, 79138",2.0,1XUWVPKZ6835,7771179138,2,https://i5.walmartimages.com/asr/f99a34e3-c20a-4cfe-be56-9f51e98156e5_1.42fde98970c87db70ffed38289215cd8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.21434367,In Stock,Office,32,True,/ip/Avery-R-Heavy-Duty-Binder-1-One-Touch-Rings-250-Sheet-Capacity-DuraHinge-TM-White-79138/36179441
5.0,36582624,"Avery(R) Heavy-Duty Binder, 1"" One Touch Rings, 250-Sheet Capacity, DuraHinge(TM), Black, 79137",2.0,5XEGKY786KRO,7771179137,2,https://i5.walmartimages.com/asr/3a5c3f27-5bb2-428d-89f0-a75fbdbe9eaa_1.96acb4944ec61d2ff252caac73bc4973.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.19543022,In Stock,Office,33,True,/ip/Avery-R-Heavy-Duty-Binder-1-One-Touch-Rings-250-Sheet-Capacity-DuraHinge-TM-Black-79137/36582624
4.400899887084961,24520155,e.l.f. Slant Tweezer  Silver 1 ea,1.0,49AWKP5RPEZ7,60933201711,232,https://i5.walmartimages.com/asr/c1c4977a-503a-4186-a883-977bcc195209_1.b99985bcf6600b4cd06a5a1f6a0ecfae.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.12372382,In Stock,Beauty,12,True,/ip/e-l-f-Slant-Tweezer-Silver-1-ea/24520155
4.0,618757372,"Pen + Gear 1"" Durable View Binder, Pink",1.5,4V93ASGWG5TL,88735863340,1,https://i5.walmartimages.com/asr/5b1f7426-e3f9-40e2-9f22-264122c78554_1.243fe64f6786e5d3f66bc961d47e3af5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14974977,Limited Stock,Office,5,True,/ip/Pen-Gear-1-Durable-View-Binder-Pink/618757372
4.0,44364960,"Studio C Sketch Book, 9"" x 6""",4.47,606T7F1DHWSN,7978498670,4,https://i5.walmartimages.com/asr/68e2e998-23e9-4eff-9800-603b0a983ef2_1.74d1893d69dc108fff9bfd76e3c3178a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.1330146,In Stock,Office,11,True,/ip/Studio-C-Sketch-Book-9-x-6/44364960
4.836400032043457,16352289,"Scott 'Original Blue' Shop Towels, (1 Roll of 55 sheets) Kimberly-Clark",2.18,5WMCCVZE8928,5400075130,55,https://i5.walmartimages.com/asr/d8e8f6c7-db8f-4154-8b14-44f8bd00c98e_1.5680d4b3cc7da33a757670cf20db3a42.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.16700862,In Stock,Household Essentials,8,True,/ip/Scott-Original-Blue-Shop-Towels-1-Roll-of-55-sheets-Kimberly-Clark/16352289
4.903900146484375,21407195,Avery Heavy-Duty Reference EZD View Binders,12.86,40NKE0HDLPJA,7771179704,281,https://i5.walmartimages.com/asr/e9e3901e-9735-462a-a98f-4de18cfedfc6_1.bfb9885880d34450385d5908fa17ca42.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13667642,In Stock,Office,10,True,/ip/Avery-Heavy-Duty-Reference-EZD-View-Binders/21407195
4.411799907684326,21836278,"Nestle Pure Life Water 0.5L, 12 ct",2.48,6ZTUHA1GR7YF,6827492714,34,https://i5.walmartimages.com/asr/d063137b-aaf0-4d47-8d3b-d914156037ca_3.aad315ea19bc1322f168d2f9ece00404.png?odnHeight=180&odnWidth=180&odnBg=ffffff,0.12270433,In Stock,Food,7,True,/ip/Nestle-Pure-Life-Water-0-5L-12-ct/21836278
3.835400104522705,19663205,"Lysol Disinfectant Spray To Go, Crisp Linen, 1 Ounce",2.17,6DFJAXGDR4SI,1920079132,375,https://i5.walmartimages.com/asr/03b6b93d-02aa-47b3-917a-a06c9b707c19_1.1b543414177ae59d4e6fd86062c2cedb.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13813084,In Stock,Household Essentials,10,True,/ip/Lysol-Disinfectant-Spray-To-Go-Crisp-Linen-1-Ounce/19663205
4.6666998863220215,15055962,Keebler® Coconut Dreams™ Fudge Caramel & Coconut Cookies 8.5 oz. Box,2.14,7EA2VBZJPKTL,3010050561,39,https://i5.walmartimages.com/asr/98e3d4f6-e055-405b-be81-53b5e3ddd0b8_1.2569706fa9362257c759156a43c0a8fc.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14227954,In Stock,Food,21,True,/ip/Keebler-Coconut-Dreams-Fudge-Caramel-Coconut-Cookies-8-5-oz-Box/15055962
3.0,36124168,"5-Tab Poly Dividers with 1 Pocket, Assorted",UNAVAILABLE,4K9FDNWUZMKZ,695803712500,2,https://i5.walmartimages.com/asr/bb0d42a4-6f04-4d00-a8fd-a1c9a57b29ed_1.bfb61c920e14202e08c2d2e36bc5f0d3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13547802,Availability Unknown,Office,-1,True,/ip/5-Tab-Poly-Dividers-with-1-Pocket-Assorted/36124168
4.225800037384033,15161589,Scrubbing Bubbles with fantastik Bleach 5-in-1 All Purpose Cleaner 32 Ounces,2.08,1RLZBT92DVAG,5460010568,62,https://i5.walmartimages.com/asr/d23dae1e-9ec3-45e3-953d-d0d9fb5549a2_1.cf4f20beb325ebc5ba121f306bdea538.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13061129,Limited Stock,Household Essentials,4,True,/ip/Scrubbing-Bubbles-with-fantastik-Bleach-5-in-1-All-Purpose-Cleaner-32-Ounces/15161589
4.533299922943115,10447927,"Wesson Vegetable Pure Natural Oil, 1 Gal",6.74,0XQH5GUFERB0,2700061232,15,https://i5.walmartimages.com/asr/bb4e4cb6-13a6-404f-a184-3b15d94dfe81_1.535be06dde238fd1684ae1e2fce90b0c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13693413,Limited Stock,Food,4,True,/ip/Wesson-Vegetable-Pure-Natural-Oil-1-Gal/10447927
2.8333001136779785,17510799,"Duck Brand Utility Grade Duct Tape, Silver, 1.88"" x 55 yards",2.97,45BZPE6IJ2VT,7535303660,30,https://i5.walmartimages.com/asr/1904379d-b94b-461b-9daf-9d4581cd4d55_1.93ccae728af7780b38a79d4b5789bb14.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.12783703,In Stock,Home Improvement,23,True,/ip/Duck-Brand-Utility-Grade-Duct-Tape-Silver-1-88-x-55-yards/17510799
4.61899995803833,10292697,"Wheat Thins Family Size Reduced Fat, 14.5 OZ",2.7800000000000002,4RCZ6PVWNTR6,4400000430,21,https://i5.walmartimages.com/asr/73359101-719b-436c-bbd2-227864c06d41_1.fbe3ff5c5177180b0ffa133a9f58ae38.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.13115779,In Stock,Food,11,True,/ip/Wheat-Thins-Family-Size-Reduced-Fat-14-5-OZ/10292697
4.75,36348028,Cheerios Protein Cinnamon Almond Cereal 14.1 oz Box,UNAVAILABLE,2P5T2YU9L5WM,1600045067,32,https://i5.walmartimages.com/asr/593c1fc8-df7a-469a-a892-301639ff06f5_1.a907b80fd0581a2e63c4548382232145.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.1303797,Availability Unknown,Food,-1,True,/ip/Cheerios-Protein-Cinnamon-Almond-Cereal-14-1-oz-Box/36348028
4.199999809265137,38472949,"KRUPS, 4-Slice Toaster, Brushed and Chrome Stainless Steel, Silver KH734D50",49.88,1HJQ29QOYQQ2,1094221391,50,https://i5.walmartimages.com/asr/99772113-dadf-4830-a718-f8bbc04c4b7b_1.fd48e71519d494aeb882f3c48eec3a4d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.122886084,Limited Stock,Home,3,True,/ip/KRUPS-4-Slice-Toaster-Brushed-and-Chrome-Stainless-Steel-Silver-KH734D50/38472949
4.373300075531006,46704363,"Align Probiotic Supplement Capsules, 56 Ct",43.980000000000004,63WVLORWHM4P,3700093953,884,https://i5.walmartimages.com/asr/cbd7a1bd-96dc-4be3-9ab9-c23883630249_1.c7c7f0c9339cb6797caded3f635feb3e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.14500983,Limited Stock,Health,4,True,/ip/Align-Probiotic-Supplement-Capsules-56-Ct/46704363
